competition,gender, game, rank, name, nation,,
athletics,M,800 metres,1996 Atlanta,3, Fred Onyancha, KEN,
athletics,M,800 metres,2000 Sydney,1, Nils Schumann, GER,
athletics,M,800 metres,2000 Sydney,2, Wilson Kipketer, DEN,
athletics,M,800 metres,2000 Sydney,3, Djabir Saïd-Guerni, ALG,
athletics,M,800 metres,2004 Athens,1, Yuriy Borzakovskiy, RUS,
athletics,M,800 metres,2004 Athens,2, Mbulaeni Mulaudzi, RSA,
athletics,M,800 metres,2004 Athens,3, Wilson Kipketer, DEN,
athletics,M,800 metres,2008 Beijing,1, Wilfred Bungei, KEN,
athletics,M,800 metres,2008 Beijing,2, Ismail Ahmed Ismail, SUD,
athletics,M,800 metres,2008 Beijing,3, Alfred Kirwa Yego, KEN,
athletics,M,800 metres,2012 London,1, David Rudisha, KEN,
athletics,M,800 metres,2012 London,2, Nigel Amos, BOT,
athletics,M,800 metres,2012 London,3, Timothy Kitum, KEN,
athletics,M,1500 metres,1896 Athens,1, Edwin Flack, AUS,
athletics,M,1500 metres,1896 Athens,2, Arthur Blake, USA,
athletics,M,1500 metres,1896 Athens,3, Albin Lermusiaux, FRA,
athletics,M,1500 metres,1900 Paris,1, Charles Bennett, GBR,
athletics,M,1500 metres,1900 Paris,2, Henri Deloge, FRA,
athletics,M,1500 metres,1900 Paris,3, John Bray, USA,
athletics,M,1500 metres,1904 St. Louis,1, James Lightbody, USA,
athletics,M,1500 metres,1904 St. Louis,2, Frank Verner, USA,
athletics,M,1500 metres,1904 St. Louis,3, Lacey Hearn, USA,
athletics,M,1500 metres,1908 London,1, Mel Sheppard, USA,
athletics,M,1500 metres,1908 London,2, Harold Wilson, GBR,
athletics,M,1500 metres,1908 London,3, Norman Hallows, GBR,
athletics,M,1500 metres,1912 Stockholm,1, Arnold Jackson, GBR,
athletics,M,1500 metres,1912 Stockholm,2, Abel Kiviat, USA,
athletics,M,1500 metres,1912 Stockholm,3, Norman Taber, USA,
athletics,M,1500 metres,1920 Antwerp,1, Albert Hill, GBR,
athletics,M,1500 metres,1920 Antwerp,2, Philip Baker, GBR,
athletics,M,1500 metres,1920 Antwerp,3, Lawrence Shields, USA,
athletics,M,1500 metres,1924 Paris,1, Paavo Nurmi, FIN,
athletics,M,1500 metres,1924 Paris,2, Willy Schärer, SUI,
athletics,M,1500 metres,1924 Paris,3, Henry Stallard, GBR,
athletics,M,1500 metres,1928 Amsterdam,1, Harri Larva, FIN,
athletics,M,1500 metres,1928 Amsterdam,2, Jules Ladoumègue, FRA,
athletics,M,1500 metres,1928 Amsterdam,3, Eino Purje, FIN,
athletics,M,1500 metres,1932 Los Angeles,1, Luigi Beccali, ITA,
athletics,M,1500 metres,1932 Los Angeles,2, Jerry Cornes, GBR,
athletics,M,1500 metres,1932 Los Angeles,3, Phil Edwards, CAN,
athletics,M,1500 metres,1936 Berlin,1, Jack Lovelock, NZL,
athletics,M,1500 metres,1936 Berlin,2, Glenn Cunningham, USA,
athletics,M,1500 metres,1936 Berlin,3, Luigi Beccali, ITA,
athletics,M,1500 metres,1948 London,1, Henry Eriksson, SWE,
athletics,M,1500 metres,1948 London,2, Lennart Strand, SWE,
athletics,M,1500 metres,1948 London,3, Wim Slijkhuis, NED,
athletics,M,1500 metres,1952 Helsinki,1, Josy Barthel, LUX,
athletics,M,1500 metres,1952 Helsinki,2, Bob McMillen, USA,
athletics,M,1500 metres,1952 Helsinki,3, Werner Lueg, GER,
athletics,M,1500 metres,1956 Melbourne,1, Ron Delany, IRL,
athletics,M,1500 metres,1956 Melbourne,2, Klaus Richtzenhain, EUA,
athletics,M,1500 metres,1956 Melbourne,3, John Landy, AUS,
athletics,M,1500 metres,1960 Rome,1, Herb Elliott, AUS,
athletics,M,1500 metres,1960 Rome,2, Michel Jazy, FRA,
athletics,M,1500 metres,1960 Rome,3, István Rózsavölgyi, HUN,
athletics,M,1500 metres,1964 Tokyo,1, Peter Snell, NZL,
athletics,M,1500 metres,1964 Tokyo,2, Josef Odložil, TCH,
athletics,M,1500 metres,1964 Tokyo,3, John Davies, NZL,
athletics,M,1500 metres,1968 Mexico City,1, Kipchoge Keino, KEN,
athletics,M,1500 metres,1968 Mexico City,2, Jim Ryun, USA,
athletics,M,1500 metres,1968 Mexico City,3, Bodo Tümmler, FRG,
athletics,M,1500 metres,1972 Munich,1, Pekka Vasala, FIN,
athletics,M,1500 metres,1972 Munich,2, Kipchoge Keino, KEN,
athletics,M,1500 metres,1972 Munich,3, Rod Dixon, NZL,
athletics,M,1500 metres,1976 Montreal,1, John Walker, NZL,
athletics,M,1500 metres,1976 Montreal,2, Ivo van Damme, BEL,
athletics,M,1500 metres,1976 Montreal,3, Paul-Heinz Wellmann, FRG,
athletics,M,1500 metres,1980 Moscow,1, Sebastian Coe, GBR,
athletics,M,1500 metres,1980 Moscow,2, Jürgen Straub, GDR,
athletics,M,1500 metres,1980 Moscow,3, Steve Ovett, GBR,
athletics,M,1500 metres,1984 Los Angeles,1, Sebastian Coe, GBR,
athletics,M,1500 metres,1984 Los Angeles,2, Steve Cram, GBR,
athletics,M,1500 metres,1984 Los Angeles,3, José Manuel Abascal, ESP,
athletics,M,1500 metres,1988 Seoul,1, Peter Rono, KEN,
athletics,M,1500 metres,1988 Seoul,2, Peter Elliott, GBR,
athletics,M,1500 metres,1988 Seoul,3, Jens-Peter Herold, GDR,
athletics,M,1500 metres,1992 Barcelona,1, Fermín Cacho, ESP,
athletics,M,1500 metres,1992 Barcelona,2, Rachid El Basir, MAR,
athletics,M,1500 metres,1992 Barcelona,3, Mohammed Suleiman, QAT,
athletics,M,1500 metres,1996 Atlanta,1, Noureddine Morceli, ALG,
athletics,M,1500 metres,1996 Atlanta,2, Fermín Cacho, ESP,
athletics,M,1500 metres,1996 Atlanta,3, Stephen Kipkorir, KEN,
athletics,M,1500 metres,2000 Sydney,1, Noah Ngeny, KEN,
athletics,M,1500 metres,2000 Sydney,2, Hicham El Guerrouj, MAR,
athletics,M,1500 metres,2000 Sydney,3, Bernard Lagat, KEN,
athletics,M,1500 metres,2004 Athens,1, Hicham El Guerrouj, MAR,
athletics,M,1500 metres,2004 Athens,2, Bernard Lagat, KEN,
athletics,M,1500 metres,2004 Athens,3, Rui Silva, POR,
athletics,M,1500 metres,2008 Beijing,1, Asbel Kiprop, KEN,
athletics,M,1500 metres,2008 Beijing,2, Nick Willis, NZL,
athletics,M,1500 metres,2008 Beijing,3, Mehdi Baala, FRA,
athletics,M,1500 metres,2012 London,1, Taoufik Makhloufi, ALG,
athletics,M,1500 metres,2012 London,2, Leonel Manzano, USA,
athletics,M,1500 metres,2012 London,3, Abdalaati Iguider, MAR,
athletics,M,5000 metres,1912 Stockholm,1, Hannes Kolehmainen, FIN,
athletics,M,5000 metres,1912 Stockholm,2, Jean Bouin, FRA,
athletics,M,5000 metres,1912 Stockholm,3, George Hutson, GBR,
athletics,M,5000 metres,1920 Antwerp,1, Joseph Guillemot, FRA,
athletics,M,5000 metres,1920 Antwerp,2, Paavo Nurmi, FIN,
athletics,M,5000 metres,1920 Antwerp,3, Eric Backman, SWE,
athletics,M,5000 metres,1924 Paris,1, Paavo Nurmi, FIN,
athletics,M,5000 metres,1924 Paris,2, Ville Ritola, FIN,
athletics,M,5000 metres,1924 Paris,3, Edvin Wide, SWE,
athletics,M,5000 metres,1928 Amsterdam,1, Ville Ritola, FIN,
athletics,M,5000 metres,1928 Amsterdam,2, Paavo Nurmi, FIN,
athletics,M,5000 metres,1928 Amsterdam,3, Edvin Wide, SWE,
athletics,M,5000 metres,1932 Los Angeles,1, Lauri Lehtinen, FIN,
athletics,M,5000 metres,1932 Los Angeles,2, Ralph Hill, USA,
athletics,M,5000 metres,1932 Los Angeles,3, Lauri Virtanen, FIN,
athletics,M,5000 metres,1936 Berlin,1, Gunnar Höckert, FIN,
athletics,M,5000 metres,1936 Berlin,2, Lauri Lehtinen, FIN,
athletics,M,5000 metres,1936 Berlin,3, Henry Jonsson, SWE,
athletics,M,5000 metres,1948 London,1, Gaston Reiff, BEL,
athletics,M,5000 metres,1948 London,2, Emil Zátopek, TCH,
athletics,M,5000 metres,1948 London,3, Wim Slijkhuis, NED,
athletics,M,5000 metres,1952 Helsinki,1, Emil Zátopek, TCH,
athletics,M,5000 metres,1952 Helsinki,2, Alain Mimoun, FRA,
athletics,M,5000 metres,1952 Helsinki,3, Herbert Schade, GER,
athletics,M,5000 metres,1956 Melbourne,1, Vladimir Kuts, URS,
athletics,M,5000 metres,1956 Melbourne,2, Gordon Pirie, GBR,
athletics,M,5000 metres,1956 Melbourne,3, Derek Ibbotson, GBR,
athletics,M,5000 metres,1960 Rome,1, Murray Halberg, NZL,
athletics,M,5000 metres,1960 Rome,2, Hans Grodotzki, EUA,
athletics,M,5000 metres,1960 Rome,3, Kazimierz Zimny, POL,
athletics,M,5000 metres,1964 Tokyo,1, Bob Schul, USA,
athletics,M,5000 metres,1964 Tokyo,2, Harald Norpoth, EUA,
athletics,M,5000 metres,1964 Tokyo,3, Bill Dellinger, USA,
athletics,M,5000 metres,1968 Mexico City,1, Mohammed Gammoudi, TUN,
athletics,M,5000 metres,1968 Mexico City,2, Kipchoge Keino, KEN,
athletics,M,5000 metres,1968 Mexico City,3, Naftali Temu, KEN,
athletics,M,5000 metres,1972 Munich,1, Lasse Virén, FIN,
athletics,M,5000 metres,1972 Munich,2, Mohammed Gammoudi, TUN,
athletics,M,5000 metres,1972 Munich,3, Ian Stewart, GBR,
athletics,M,5000 metres,1976 Montreal,1, Lasse Virén, FIN,
athletics,M,5000 metres,1976 Montreal,2, Dick Quax, NZL,
athletics,M,5000 metres,1976 Montreal,3, Klaus-Peter Hildenbrand, FRG,
athletics,M,5000 metres,1980 Moscow,1, Miruts Yifter, ETH,
athletics,M,5000 metres,1980 Moscow,2, Suleiman Nyambui, TAN,
athletics,M,5000 metres,1980 Moscow,3, Kaarlo Maaninka, FIN,
athletics,M,5000 metres,1984 Los Angeles,1, Saïd Aouita, MAR,
athletics,M,5000 metres,1984 Los Angeles,2, Markus Ryffel, SUI,
athletics,M,5000 metres,1984 Los Angeles,3, António Leitão, POR,
athletics,M,5000 metres,1988 Seoul,1, John Ngugi, KEN,
athletics,M,5000 metres,1988 Seoul,2, Dieter Baumann, FRG,
athletics,M,5000 metres,1988 Seoul,3, Hansjörg Kunze, GDR,
athletics,M,5000 metres,1992 Barcelona,1, Dieter Baumann, GER,
athletics,M,5000 metres,1992 Barcelona,2, Paul Bitok, KEN,
athletics,M,5000 metres,1992 Barcelona,3, Fita Bayisa, ETH,
athletics,M,5000 metres,1996 Atlanta,1, Vénuste Niyongabo, BDI,
athletics,M,5000 metres,1996 Atlanta,2, Paul Bitok, KEN,
athletics,M,5000 metres,1996 Atlanta,3, Khalid Boulami, MAR,
athletics,M,5000 metres,2000 Sydney,1, Million Wolde, ETH,
athletics,M,5000 metres,2000 Sydney,2, Ali Saïdi-Sief, ALG,
athletics,M,5000 metres,2000 Sydney,3, Brahim Lahlafi, MAR,
athletics,M,5000 metres,2004 Athens,1, Hicham El Guerrouj, MAR,
athletics,M,5000 metres,2004 Athens,2, Kenenisa Bekele, ETH,
athletics,M,5000 metres,2004 Athens,3, Eliud Kipchoge, KEN,
athletics,M,5000 metres,2008 Beijing,1, Kenenisa Bekele, ETH,
athletics,M,5000 metres,2008 Beijing,2, Eliud Kipchoge, KEN,
athletics,M,5000 metres,2008 Beijing,3, Edwin Soi, KEN,
athletics,M,5000 metres,2012 London,1, Mo Farah, GBR,
athletics,M,5000 metres,2012 London,2, Dejen Gebremeskel, ETH,
athletics,M,5000 metres,2012 London,3, Thomas Pkemei Longosiwa, KEN,
athletics,M,Marathon,1896 Athens,1, Spiridon Louis, GRE,
athletics,M,Marathon,1896 Athens,2, Kharilaos Vasilakos, GRE,
athletics,M,Marathon,1896 Athens,3, Gyula Kellner, HUN,
athletics,M,Marathon,1900 Paris,1, Michel Théato, FRA,
athletics,M,Marathon,1900 Paris,2, Émile Champion, FRA,
athletics,M,Marathon,1900 Paris,3, Ernst Fast, SWE,
athletics,M,Marathon,1904 St. Louis,1, Thomas Hicks, USA,
athletics,M,Marathon,1904 St. Louis,2, Albert Corey, USA,
athletics,M,Marathon,1904 St. Louis,3, Arthur Newton, USA,
athletics,M,Marathon,1908 London,1, Johnny Hayes, USA,
athletics,M,Marathon,1908 London,2, Charles Hefferon, RSA,
athletics,M,Marathon,1908 London,3, Joseph Forshaw, USA,
athletics,M,Marathon,1912 Stockholm,1, Ken McArthur, RSA,
athletics,M,Marathon,1912 Stockholm,2, Christian Gitsham, RSA,
athletics,M,Marathon,1912 Stockholm,3, Gaston Strobino, USA,
athletics,M,Marathon,1920 Antwerp,1, Hannes Kolehmainen, FIN,
athletics,M,Marathon,1920 Antwerp,2, Jüri Lossmann, EST,
athletics,M,Marathon,1920 Antwerp,3, Valerio Arri, ITA,
athletics,M,Marathon,1924 Paris,1, Albin Stenroos, FIN,
athletics,M,Marathon,1924 Paris,2, Romeo Bertini, ITA,
athletics,M,Marathon,1924 Paris,3, Clarence DeMar, USA,
athletics,M,Marathon,1928 Amsterdam,1, Boughera El Ouafi, FRA,
athletics,M,Marathon,1928 Amsterdam,2, Manuel Plaza, CHI,
athletics,M,Marathon,1928 Amsterdam,3, Martti Marttelin, FIN,
athletics,M,Marathon,1932 Los Angeles,1, Juan Carlos Zabala, ARG,
athletics,M,Marathon,1932 Los Angeles,2, Sam Ferris, GBR,
athletics,M,Marathon,1932 Los Angeles,3, Armas Toivonen, FIN,
athletics,M,Marathon,1936 Berlin,1, Sohn Kee-chung, JPN,
athletics,M,Marathon,1936 Berlin,2, Ernest Harper, GBR,
athletics,M,Marathon,1936 Berlin,3, Nan Shoryu, JPN,
athletics,M,Marathon,1948 London,1, Delfo Cabrera, ARG,
athletics,M,Marathon,1948 London,2, Tom Richards, GBR,
athletics,M,Marathon,1948 London,3, Étienne Gailly, BEL,
athletics,M,Marathon,1952 Helsinki,1, Emil Zátopek, TCH,
athletics,M,Marathon,1952 Helsinki,2, Reinaldo Gorno, ARG,
athletics,M,Marathon,1952 Helsinki,3, Gustaf Jansson, SWE,
athletics,M,Marathon,1956 Melbourne,1, Alain Mimoun, FRA,
athletics,M,Marathon,1956 Melbourne,2, Franjo Mihalić, YUG,
athletics,M,Marathon,1956 Melbourne,3, Veikko Karvonen, FIN,
athletics,M,Marathon,1960 Rome,1, Abebe Bikila, ETH,
athletics,M,Marathon,1960 Rome,2, Rhadi Ben Abdesselam, MAR,
athletics,M,Marathon,1960 Rome,3, Barry Magee, NZL,
athletics,M,Marathon,1964 Tokyo,1, Abebe Bikila, ETH,
athletics,M,Marathon,1964 Tokyo,2, Basil Heatley, GBR,
athletics,M,Marathon,1964 Tokyo,3, Kokichi Tsuburaya, JPN,
athletics,M,Marathon,1968 Mexico City,1, Mamo Wolde, ETH,
athletics,M,Marathon,1968 Mexico City,2, Kenji Kimihara, JPN,
athletics,M,Marathon,1968 Mexico City,3, Mike Ryan, NZL,
athletics,M,Marathon,1972 Munich,1, Frank Shorter, USA,
athletics,M,Marathon,1972 Munich,2, Karel Lismont, BEL,
athletics,M,Marathon,1972 Munich,3, Mamo Wolde, ETH,
athletics,M,Marathon,1976 Montreal,1, Waldemar Cierpinski, GDR,
athletics,M,Marathon,1976 Montreal,2, Frank Shorter, USA,
athletics,M,Marathon,1976 Montreal,3, Karel Lismont, BEL,
athletics,M,Marathon,1980 Moscow,1, Waldemar Cierpinski, GDR,
athletics,M,Marathon,1980 Moscow,2, Gerard Nijboer, NED,
athletics,M,Marathon,1980 Moscow,3, Satymkul Dzhumanazarov, URS,
athletics,M,Marathon,1984 Los Angeles,1, Carlos Lopes, POR,
athletics,M,Marathon,1984 Los Angeles,2, John Treacy, IRL,
athletics,M,Marathon,1984 Los Angeles,3, Charlie Spedding, GBR,
athletics,M,Marathon,1988 Seoul,1, Gelindo Bordin, ITA,
athletics,M,Marathon,1988 Seoul,2, Douglas Wakiihuri, KEN,
athletics,M,Marathon,1988 Seoul,3, Ahmed Salah, DJI,
athletics,M,Marathon,1992 Barcelona,1, Hwang Young-cho, KOR,
athletics,M,Marathon,1992 Barcelona,2, Koichi Morishita, JPN,
athletics,M,Marathon,1992 Barcelona,3, Stephan Freigang, GER,
athletics,M,Marathon,1996 Atlanta,1, Josia Thugwane, RSA,
athletics,M,Marathon,1996 Atlanta,2, Lee Bong-ju, KOR,
athletics,M,Marathon,1996 Atlanta,3, Erick Wainaina, KEN,
athletics,M,Marathon,2000 Sydney,1, Gezahegne Abera, ETH,
athletics,M,Marathon,2000 Sydney,2, Erick Wainaina, KEN,
athletics,M,Marathon,2000 Sydney,3, Tesfaye Tola, ETH,
athletics,M,Marathon,2004 Athens,1, Stefano Baldini, ITA,
athletics,M,Marathon,2004 Athens,2, Mebrahtom Keflezighi, USA,
athletics,M,Marathon,2004 Athens,3, Vanderlei de Lima, BRA,
athletics,M,Marathon,2008 Beijing,1, Samuel Wanjiru, KEN,
athletics,M,Marathon,2008 Beijing,2, Jaouad Gharib, MAR,
athletics,M,Marathon,2008 Beijing,3, Tsegay Kebede, ETH,
athletics,M,Marathon,2012 London,1, Stephen Kiprotich, UGA,
athletics,M,Marathon,2012 London,2, Abel Kirui, KEN,
athletics,M,Marathon,2012 London,3, Wilson Kipsang Kiprotich, KEN,
athletics,M,110 metres hurdles,1896 Athens,1, Thomas Curtis, USA,
athletics,M,110 metres hurdles,1896 Athens,2, Grantley Goulding, GBR,
athletics,M,110 metres hurdles,1900 Paris,1, Alvin Kraenzlein, USA,
athletics,M,110 metres hurdles,1900 Paris,2, John McLean, USA,
athletics,M,110 metres hurdles,1900 Paris,3, Fred Moloney, USA,
athletics,M,110 metres hurdles,1904 St. Louis,1, Fred Schule, USA,
athletics,M,110 metres hurdles,1904 St. Louis,2, Thaddeus Shideler, USA,
athletics,M,110 metres hurdles,1904 St. Louis,3, Lesley Ashburner, USA,
athletics,M,110 metres hurdles,1908 London,1, Forrest Smithson, USA,
athletics,M,110 metres hurdles,1908 London,2, John Garrels, USA,
athletics,M,110 metres hurdles,1908 London,3, Arthur Shaw, USA,
athletics,M,110 metres hurdles,1912 Stockholm,1, Fred Kelly, USA,
athletics,M,110 metres hurdles,1912 Stockholm,2, James Wendell, USA,
athletics,M,110 metres hurdles,1912 Stockholm,3, Martin Hawkins, USA,
athletics,M,110 metres hurdles,1920 Antwerp,1, Earl Thomson, CAN,
athletics,M,110 metres hurdles,1920 Antwerp,2, Harold Barron, USA,
athletics,M,110 metres hurdles,1920 Antwerp,3, Feg Murray, USA,
athletics,M,110 metres hurdles,1924 Paris,1, Daniel Kinsey, USA,
athletics,M,110 metres hurdles,1924 Paris,2, Sydney Atkinson, RSA,
athletics,M,110 metres hurdles,1924 Paris,3, Sten Pettersson, SWE,
athletics,M,110 metres hurdles,1928 Amsterdam,1, Sydney Atkinson, RSA,
athletics,M,110 metres hurdles,1928 Amsterdam,2, Steve Anderson, USA,
athletics,M,110 metres hurdles,1928 Amsterdam,3, John Collier, USA,
athletics,M,110 metres hurdles,1932 Los Angeles,1, George Saling, USA,
athletics,M,110 metres hurdles,1932 Los Angeles,2, Percy Beard, USA,
athletics,M,110 metres hurdles,1932 Los Angeles,3, Don Finlay, GBR,
athletics,M,110 metres hurdles,1936 Berlin,1, Forrest Towns, USA,
athletics,M,110 metres hurdles,1936 Berlin,2, Don Finlay, GBR,
athletics,M,110 metres hurdles,1936 Berlin,3, Fritz Pollard, USA,
athletics,M,110 metres hurdles,1948 London,1, William Porter, USA,
athletics,M,110 metres hurdles,1948 London,2, Clyde Scott, USA,
athletics,M,110 metres hurdles,1948 London,3, Craig Dixon, USA,
athletics,M,110 metres hurdles,1952 Helsinki,1, Harrison Dillard, USA,
athletics,M,110 metres hurdles,1952 Helsinki,2, Jack Davis, USA,
athletics,M,110 metres hurdles,1952 Helsinki,3, Arthur Barnard, USA,
athletics,M,110 metres hurdles,1956 Melbourne,1, Lee Calhoun, USA,
athletics,M,110 metres hurdles,1956 Melbourne,2, Jack Davis, USA,
athletics,M,110 metres hurdles,1956 Melbourne,3, Joel Shankle, USA,
athletics,M,110 metres hurdles,1960 Rome,1, Lee Calhoun, USA,
athletics,M,110 metres hurdles,1960 Rome,2, Willie May, USA,
athletics,M,110 metres hurdles,1960 Rome,3, Hayes Jones, USA,
athletics,M,110 metres hurdles,1964 Tokyo,1, Hayes Jones, USA,
athletics,M,110 metres hurdles,1964 Tokyo,2, Blaine Lindgren, USA,
athletics,M,110 metres hurdles,1964 Tokyo,3, Anatoly Mikhailov, URS,
athletics,M,110 metres hurdles,1968 Mexico City,1, Willie Davenport, USA,
athletics,M,110 metres hurdles,1968 Mexico City,2, Ervin Hall, USA,
athletics,M,110 metres hurdles,1968 Mexico City,3, Eddy Ottoz, ITA,
athletics,M,110 metres hurdles,1972 Munich,1, Rod Milburn, USA,
athletics,M,110 metres hurdles,1972 Munich,2, Guy Drut, FRA,
athletics,M,110 metres hurdles,1972 Munich,3, Thomas Hill, USA,
athletics,M,110 metres hurdles,1976 Montreal,1, Guy Drut, FRA,
athletics,M,110 metres hurdles,1976 Montreal,2, Alejandro Casañas, CUB,
athletics,M,110 metres hurdles,1976 Montreal,3, Willie Davenport, USA,
athletics,M,110 metres hurdles,1980 Moscow,1, Thomas Munkelt, GDR,
athletics,M,110 metres hurdles,1980 Moscow,2, Alejandro Casañas, CUB,
athletics,M,110 metres hurdles,1980 Moscow,3, Aleksandr Puchkov, URS,
athletics,M,110 metres hurdles,1984 Los Angeles,1, Roger Kingdom, USA,
athletics,M,110 metres hurdles,1984 Los Angeles,2, Greg Foster, USA,
athletics,M,110 metres hurdles,1984 Los Angeles,3, Arto Bryggare, FIN,
athletics,M,110 metres hurdles,1988 Seoul,1, Roger Kingdom, USA,
athletics,M,110 metres hurdles,1988 Seoul,2, Colin Jackson, GBR,
athletics,M,110 metres hurdles,1988 Seoul,3, Tonie Campbell, USA,
athletics,M,110 metres hurdles,1992 Barcelona,1, Mark McKoy, CAN,
athletics,M,110 metres hurdles,1992 Barcelona,2, Tony Dees, USA,
athletics,M,110 metres hurdles,1992 Barcelona,3, Jack Pierce, USA,
athletics,M,110 metres hurdles,1996 Atlanta,1, Allen Johnson, USA,
athletics,M,110 metres hurdles,1996 Atlanta,2, Mark Crear, USA,
athletics,M,110 metres hurdles,1996 Atlanta,3, Florian Schwarthoff, GER,
athletics,M,110 metres hurdles,2000 Sydney,1, Anier García, CUB,
athletics,M,110 metres hurdles,2000 Sydney,2, Terrence Trammell, USA,
athletics,M,110 metres hurdles,2000 Sydney,3, Mark Crear, USA,
athletics,M,110 metres hurdles,2004 Athens,1, Liu Xiang, CHN,
athletics,M,110 metres hurdles,2004 Athens,2, Terrence Trammell, USA,
athletics,M,110 metres hurdles,2004 Athens,3, Anier García, CUB,
athletics,M,110 metres hurdles,2008 Beijing,1, Dayron Robles, CUB,
athletics,M,110 metres hurdles,2008 Beijing,2, David Payne, USA,
athletics,M,110 metres hurdles,2008 Beijing,3, David Oliver, USA,
athletics,M,110 metres hurdles,2012 London,1, Aries Merritt, USA,
athletics,M,110 metres hurdles,2012 London,2, Jason Richardson, USA,
athletics,M,110 metres hurdles,2012 London,3, Hansle Parchment, JAM,
